num_officers,total_crimes
253,302
133,816
48,573
135,439
9,77
12,12
41,851
18,145
11,82
7,2
18,
6,1
22,10
4,0
47,4
15,98
148,487
36,207
34,216
6,0
150,1976
11,121
10,6
12,155
8,48
43,68
11,118
85,197
91,703
91,
41,591
7,
21,7
2,
289,49
30,11
306,1725
20,87
9,1
7,
95,978
4,0
91,115
35,46
29,153
13,19
179,145
95,783
40,165
22,0
63,77
8,3
27,317
318,
322,1522
19,119
11,89
40,298
6,1
6,5
8,17
2,5
7,0
47,120
40,84
12,20
775,673
161,749
1157,7638
36,142
24,177
20,42
14,8
7,2
53,29
3,1
11,96
4,4
87,194
32,315
15,41
28,441
11,34
3,3
34,161
31,136
13,
4,
31,43
26,15
595,1020
183,1092
35,132
182,1085
84,617
0,1
25,3
0,7
3,0
0,2
8,14
47,340
5,
85,186
49,335
48,161
5,0
9,
8,0
12,
9,
10,
4,
6,
1,
2,
2,
1,
6,
5,1
22,
16,
44,
14,
14,
12,
13,
14,
15,
5,
17,
12,
14,
10,
4,
18,
12,
13,
17,
2,
18,
1,
8,
10,
17,
17,
17,
9,
11,
48,
9,
6,
55,
54,
7,
53,
17,
31,
12,
16,
5,
20,
46,
3,
37,
25,
25,
6,
2,
9,
8,
19,
30,
38,
26,
24,
31,
23,
28,
10,
15,
5,
7,
41,
5,
3,
17,
17,
3,
4,
2,
9,
15,
8,
10,
3,
13,
1,
17,
8,
11,
15,
3,
4,
21,
5,
2,
3,
30,
2,
1,
6,
4,
8,
4,
2,
13,
1,
3,
2,
8,
3,
9,
2,
1,
2,
3,
1,
18,
11,
11,
19,
3,
3,
12,
13,47
5,
16,
9,
9,
20,
8,
4,
2,
4,
4,
4,
2,
2,
2,
11,
4,
2,
1,
2,
3,
3,0
8,
26,
31,
6,
7,
0,
14,
5,
4,
31,
176,
8,
6,
29,
3,
15,
25,
8,
11,
17,
5,
2,
12,
6,
20,
10,
3,
5,
1,0
10,
14,
1,
3,
3,
4,
67,
10,
18,
14,
3,
3,
8,
1,
2,
2,
2,
5,
3,
4,
1,
13,
7,
2,
10,
130,
16,
67,
58,
42,
36,
61,
13,
11,
32,
49,
1,
19,
20,
15,
16,
6,
25,
48,
5,
17,
23,
20,
15,
4,
18,
18,
35,
26,
5,
3,
6,
1,
17,
29,
24,
23,
4,
10,
1,
4,
5,
34,
5,
2,
10,
4,
17,
3,
2,
1,
5,
43,
21,
10,
6,
3,
1,
2,
2,
1,
13,
3,
6,
5,
1,
2,
2,
5,
2,
2,
12,
1,
12,
2,
8,
6,
12,
9,
7,
4,
4,
5,
6,
5,
1,
13,
8,
24,
21,
30,
19,
13,
22,
15,
8,
12,
11,
9,
32,
2,
47,
64,
36,
20,
23,
3,
7,
13,
2,
11,
33,
23,
1,
10,
7,
2,
4,
7,
26,
6,
8,
17,
4,
4,
7,
1,
19,
9,
3,
2,
11,
14,
4,
11,
9,
16,
1,
2,
2,
2,
2,
18,
23,
3,
4,
6,
3,
9,
5,
7,
1,
5,
5,
28,
9,
3,
2,
7,
4,
4,
4,
13,0
23,23
27,5
13,0
25,
16,
10,0
10,6
2,
14,
3,
11,
24,0
24,3
2,
165,
7,
65,
13,
14,
43,
52,
15,
3,
6,0
59,
14,
1,
5,
18,
9,
96,
11,
9,
1,
18,
15,
5,
10,
12,
11,
82,
18,
5,
34,
22,
1,
5,
5,
16,
20,
7,
9,
46,
13,
37,
10,
37,
9,
18,
4,
8,
24,
145,
16,
14,
5,
3,
3,
7,
16,
11,
193,
81,
7,
8,
9,
5,
1,
8,
4,
3,
16,
27,
4,
1,
4,
1,
2,
3,
2,
35,
2,0
8,
6,
3,
12,
4,
5,
2,
22,
1,
3,
7,
9,
1,
1,
10,
17,
5,
161,
18,
6,
5,
8,
2,
6,
7,
7,
3,
2,
2,
12,
4,
4,
2,
3,
21,
19,
17,
18,
78,
19,
13,
16,
15,
17,
7,
9,
37,
21,
21,
4,
5,
23,
19,
17,
19,
8,1
41,
6,
26,
12,
38,
7,
8,
5,
7,
2,
1,
10,
44,
9,
9,
7,
7,
9,
4,
10,
7,
8,
2,
236,
10,
7,
22,
21,
5,
51,
22,
5,
42,
4,
31,
4,
2,
2,
5,
4,
17,
21,
1,
14,
9,
4,
80,
4,
4,
2,
2,
5,
7,
3,
19,
1,
5,
7,
3,
13,
3,
7,
6,
3,
2,
2,
21,
1,
4,
7,
6,
12,
13,
12,
6,
5,
1,
11,
3,
10,
52,
3,
1,
9,
2,
18,
3,
3,
5,
5,
2,
9,
12,
33,
5,
1,
7,
7,
1,
10,
1,
2,
9,
4,
14,
15,
1,
10,
13,
20,
59,
48,
109,
14,
10,
4,
77,
8,
21,
28,
21,
48,
16,
36,
19,
152,
34,
19,
32,
45,
81,
5,
51,
57,
30,
5,
9,
6,
50,
26,
90,
42,
31,
41,
38,
7,
13,
31,
30,
3,
21,
10,
7,
13,
11,
32,
12,
4,
28,
4,
3,
9,
8,
11,
25,
161,
66,
11,
13,
14,
37,
15,
36,
16,
1,
22,
17,
11,
5,
1,
6,
4,
3,
9,
24,
9,
8,
5,
11,
19,
12,
1,
1,
6,
3,
6,
6,
6,
2,
2,
11,
4,
1,
1,
1,
5,
4,
6,
23,
9,
8,
5,
9,
2,
3,
2,
2,
1,
6,
2,
5,
1,
3,
2,
2,
2,
2,
2,
7,
4,
3,
7,
3,
2,
6,
1,
2,
2,
1,
7,
5,
2,
1,
10,
15,
23,
22,
3,
2,
20,
2,
18,
7,
23,
33,
6,
7,
6,
1,
3,
21,
2,
13,
2,
1,
4,
1,
5,
24,
1,
5,
9,
5,
23,
38,
4,
14,
14,
18,
12,
3,
34,
22,
23,
6,
9,
9,
1,
2,
2,
2,
5,
2,
11,
1,
1,
2,
4,
3,
17,
9,
2,
9,
28,
120,
23,
35,
21,
30,
12,
55,
13,
11,
15,
10,
50,
25,
18,
16,
1,
10,
7412,
1064,
12766,
33,0
50,29
30,31
72,156
37,2
207,672
60,117
19,10
19,3
41,56
97,229
38,30
41,77
14,0
42,71
180,467
57,95
103,215
79,99
44,172
81,88
171,700
526,790
28,10
54,133
113,417
13,3
20,9
27,3
32,36
53,56
62,129
70,7
63,107
18,4
19,1
25,0
8,
37,4
656,
22,74
3,19
5,17
242,1324
144,690
89,379
1,2
5,13
2,12
1,0
2,0
14,12
6,33
24,
313,1434
120,850
1,50
13,77
18,33
3,3
14,57
11,69
11,55
3,0
89,176
17,155
7,51
309,553
49,304
57,90
25,154
184,694
32,280
2,
95,505
5,0
30,138
40,118
1,0
720,706
510,732
171,479
23,
22,39
413,3115
112,442
9,22
42,391
102,129
29,113
4,42
3,9
61,318
30,240
6,42
5,7
30,209
7,0
72,746
31,541
40,558
3,1
27,370
4,14
6,59
273,405
11,20
2,
11,11
8,9
1,
55,237
19,58
254,1059
106,1774
25,166
1,1
7,1
3,6
1,
146,513
7,
41,335
550,4310
31,114
249,2040
82,754
57,174
53,372
21,287
144,452
55,734
7,71
6,55
46,111
10,56
12,107
3,
8,1
5,2
58,553
287,2655
15,62
308,1571
154,807
23,11
1,
23,120
13,39
77,503
36,295
7,1
140,1316
108,443
28,389
27,194
14,92
439,1417
28,186
76,374
61,444
57,669
6,3
28,329
3,2
7,37
9,39
4,5
4,0
39,32
6,25
72,119
21,212
19,97
33,207
4,2
103,343
30,237
4,58
183,837
14,49
5,42
2,2
123,485
3,9
3,4
3,10
2,1
6,15
5,20
1,
2,0
179,430
10,105
43,201
62,620
16,42
15,115
645,2424
442,3050
34,405
62,124
11,51
1,6
346,2084
143,1740
12,18
19,24
9,
10,2
18,3
13,25
11,31
201,571
154,951
49,180
32,319
4,12
76,96
4,3
3,
209,1722
26,100
64,80
195,1110
41,357
27,1
4,0
26,5
26,8
4,2
4,74
3,3
1,
2,
2,
1,
25,12
53,83
62,4
57,440
4,
6,49
1,
16,2
13,36
2,1
22,17
2,0
4,3
3,1
2,1
15,28
21,157
13,10
52,252
4,0
13,4
0,
9,3
41,466
9,3
5,1
6,11
3,
1,0
4,
4,
19,
8,33
17,4
9,
7,
5,2
3,
1,
2,
2,0
6,11
2,
4,0
4,1
3,15
3,3
58,7
41,188
3,0
2,1
2,
1,
3,2
1,
3,
1,2
4,1
2,
2,0
6,1
15,0
14,44
40,30
18,3
7,1
31,131
3,0
24,76
6,3
4,1
7,5
0,
5,0
9,0
4,3
11,1
50,49
18,4
2,1
5,1
4,0
4,2
233,162
290,2977
14,0
10,3
8,8
421,283
168,1622
16,73
8,2
3,1
2,1
35,9
7,4
3,2
1,
14,5
6,0
3,4
0,
3,0
10,1
10,23
2,1
28,1
4,1
4,0
2,1
2,0
8,3
13,4
14,24
35,50
31,224
3,
174,199
44,267
9,57
79,511
5,1
104,145
51,514
2,0
60,40
20,4
1,0
41,12
0,8
307,830
51,393
64,346
4,0
220,588
112,1851
3,2
87,206
5,35
31,222
6,2
6,1
34,23
10,2
71,58
18,57
5,4
22,45
2,1
1,2
0,
134,191
42,400
90,213
17,267
7,0
6,2
49,40
16,55
85,140
10,66
7,25
24,20
8,2
81,235
31,426
117,187
38,264
38,471
39,30
3,72
5,15
1,3
0,2
0,0
114,332
46,373
1775,16571
18,2
23,0
57,403
31,38
8,8
1,2
51,56
15,105
4,0
139,127
66,497
2,3
5,24
91,60
65,574
12,27
1,1
93,61
10,25
4,0
7,0
3,2
19,58
8,4
50,130
9,63
77,117
26,200
3,1
12,
7,4
2,
81,57
31,171
32,109
22,70
7,14
4,8
4,0
4,0
8,2
71,64
27,298
2,
11,7
2,0
43,115
3,1
3,0
7,26
171,555
55,527
3,1
2,2
40,113
5,25
7,14
104,402
87,1375
400,423
563,5711
49,390
20,0
17,2
37,248
20,177
25,185
48,59
70,60
24,108
6,6
3,2
3,1
0,0
53,136
23,251
0,0
118,411
14,148
1,3
7,12
11,7
47,78
40,181
68,178
34,213
3,1
69,133
37,145
1,0
1,1
50,181
17,42
27,34
6,0
48,45
14,57
5,17
5,3
48,44
4,1
103,316
30,147
11,56
12,39
5,1
49,58
9,24
1015,1861
490,5441
21,11
5,8
7,25
59,56
29,143
7,2
0,0
90,97
39,370
5,5
1,1
4,2
34,18
14,99
85,158
28,174
106,217
27,185
17,24
88,299
34,725
7,13
12,71
4,1
4,1
38,102
17,57
7,20
60,56
24,79
5,0
282,165
257,1440
72,112
9,5
5,7
8,59
9,3
52,39
31,123
7,3
2,0
1,2
162,210
99,646
20,42
65,324
35,102
6,2
83,336
20,288
20,128
6,11
9,2
392,385
353,3630
31,27
50,159
6,2
69,46
40,337
8,24
3,1
5,2
2,0
1,
57,27
22,38
29,25
17,15
64,131
7,1
166,132
93,585
15,142
10,12
6,4
57,117
19,140
10,2
5,5
79,154
22,80
13,21
14,55
17,260
166,156
42,281
15,45
0,0
0,2
5,1
474,429
300,2983
110,762
71,413
2,
57,72
16,91
49,68
12,79
212,297
55,55
72,839
74,178
4,0
1850,1167
127,656
127,378
44,422
159,836
57,51
12,47
4,2
6,1
55,37
2,1
3,14
318,732
85,630
158,2220
8,10
290,323
98,456
33,227
25,91
144,633
11,1
16,63
108,210
31,417
18,45
4,0
8,6
23,0
47,64
45,60
16,63
60,116
4,4
2,1
23,8
2,10
112,158
36,380
206,529
170,2184
21,86
50,50
6,5
5,0
4,0
43,55
9,2
40,171
5,2
6,1
2,11
85,75
17,161
323,143
144,642
22,104
80,221
13,20
266,211
129,606
4,0
77,391
2635,24343
70,
21,13
110,
20,5
102,253
4,
69,
40,159
31,2
1,
2,
7,
113,
30,
11,
11,
55,
12,
23,
27,
14,
65,
199,
28,
34,
9,
7,
69,
28,
48,
56,
285,
196,
9,
5,
1731,
33,
24,
28,
53,
14,
15,
19,
14,
19,
14,
43,
51,
32,
31,
11,1
4,
43,9
8,
45,
9,
20,
97,
335,
77,3
60,3
36,18
46,14
69,
28,8
227,903
10,
17,7
12,9
4,
261,
181,
204,43
36,6
3,
37,
12,
70,11
2,
60,610
11,1
43,
10,
147,32
36,196
20,1
101,1
64,4
23,108
15,
2,1
11,
443,
317,2113
7,5
173,1206
19,
19,1
9,
46,
37,28
5,
9,1
8,
2,
20,5
13,1
4,
50,14
17,
6,
23,4
7,
21,9
77,154
42,4
13,28
0,3
26,
18,2
6,
7,
3,
513,188
197,
26,4
299,1336
277,823
585,3192
41,5
70,331
25,103
14,1
31,70
10,0
4,
9,
53,49
8,
309,
85,16
53,52
64,
27,7
1,
16,0
15,
15,
1,
3,7
6,
16,3
71,4
60,417
207,
92,448
68,188
0,342
64,31
96,18
477,
422,1652
72,38
525,
64,413
311,1964
255,1073
45,83
32,7
56,13
117,511
28,5
21,
40,10
22,1
621,16
11,
224,1415
18,1
218,1345
134,520
42,1
37,4
8,1
43,0
24,
13,
15,3
52,65
16,125
7,
71,
10,
38,4
6,
30,2
13,0
13,1
4,
6,
142,
197,
229,9
17,
6,
90,2
11,
31,2
89,3
991,13
1412,1348
45,
66,2
30,
4,
13,4
13,
10,10
6,2
5,
786,5001
146,272
42,
104,25
78,49
190,6
7,
6,
16,
25,2
27,
36,2
36,
19,2
39,
7,
46,7
77,
193,112
21,
24,
44,
168,94
111,12
26,0
43,
54,
5,0
57,
43,
182,
3,
58,255
10,
91,168
15,
0,
6,
4,1
256,
19,9
49,10
214,1669
20,1
23,38
223,
90,
42,1
64,
5,0
3,1
38,27
10,2
10,1
13,2
4,1
12,0
2,
70,
8,1
4768,
220,
56,
90,71
22,
83,
28,6
101,1
369,1731
40,
43,177
24,
58,
44,
65,
30,
86,444
13,1
22,5
14,
108,3
56,
7,
12,
6,1
359,
17,0
164,
31,10
8,
19,5
10,1
4,1
794,28
41,481
47,627
220,
38,
39,
154,
60,505
97,
25,60
17,2
15,1
15,
75,133
37,9
7,
28,2
35,13
138,156
44,1
66,11
39,4
50,1
18,
61,32
47,882
42,0
140,3
19,
75,15
7,
35,
30,162
31,
10,
35,9
10,42
24,
29,1
5,
392,
318,
26,
39,7
151,169
41,
125,52
20,
93,15
64,406
13,2
12,0
35,
6,10
9,1
7,
1,
62,3
191,215
43,118
59,464
62,235
5,
111,
62,263
2,
14,
63,
2,1
82,
6,2
28,
20,8
2,
2,1
32,122
129,
34,17
18,28
4,
40,1
47,4
95,142
30,
31,11
27,
76,
8,2
13,
11,0
10,
494,208
4,2
5,
18,
13,4
21,
4,5
1,
15,3
485,309
29,50
12,
36,85
27,7
10,1
33,0
334,3093
42,3
3,
13,
31,5
14,3
22,6
0,
75,
59,470
83,
9,5
14,5
4,2
207,
68,
14,4
11,1
18,
15,
32,3
6,
923,
16,5
26,195
19,
16,1
52,1
28,99
10,2
24,
6,10
4,5
2,
83,151
2,1
86,478
130,92
56,170
5,1
4,0
43,4
31,146
294,
660,5055
33,
29,
5,
22,6
12,
131,28
18,8
58,156
8,0
31,66
11,5
57,
61,
21,76
131,349
78,
2,0
9,0
3,1
30,5
106,188
28,242
15,3
8,5
202,18
413,2210
35,
209,
29,2
31,0
11,1
31,3
5,
42,
6,
35,25
3,0
16,
124,27
26,114
23,0
19,2
30,6
8,2
7,1
1,2
76,255
43,276
9,1
5,1
20,6
20,2
65,
23,
14,
47,170
6,1
5,
5,35
12,1
41,
24,20
37,0
23,147
13,
4,
382,
8,0
24,5
238,1574
11,1
109,
36,9
20,6
16,68
5,1
9,
11,3
1,
14,5
1412,32
882,6720
34,
129,356
50,
10,4
39,37
16,
2075,14568
150,88
7,
33,
211,6
189,736
23,
49,
45,11
16,
18,1
45,
88,
16,131
66,
230,
274,1849
5,
6,1
33,
24,72
6,
59,8
46,15
174,
1728,453
2469,15160
14,4
25,
9,
5,5
0,10
17,
19,12
73,
55,
5,
70,
87,
82,89
10,2
9,
11,3
205,160
150,1164
72,3
67,505
22,8
13,13
11,
31,2
20,
64,13
38,205
319,1
576,1908
78,157
43,257
32,10
24,2
187,
24,
12,5
17,30
282,
18,
26,8
38,1
25,
566,374
2,
129,266
52,
40,
81,6
7,
82,9
21,8
25,
23,51
34,1
72,
3,
19,
7,
22,
16,
34,2
22,61
6,3
16,
3624,17911
6337,48427
3362,
70,
79,5
31,88
13,
1,
2,
8,3
138,
83,413
11,
11,
48,73
17,221
5,34
4,
5,0
291,53
57,106
38,116
110,866
23,124
25,12
31,98
29,78
8,20
11,5
19,65
22,157
25,95
64,61
14,151
40,
30,
25,89
79,3
44,
5,
5,
8,
29,
13,
52,3
8,0
1,
56,111
14,5
4,
10,
483,2561
88,708
647,4825
79,517
147,748
153,1162
54,255
65,358
13,6
8,
246,1329
47,2
46,13
32,
5,
3,
64,
8,0
1,
6,
4,3
1,
59,3
16,3
0,
4,5
105,
38,
114,
46,
17,89
89,74
7,0
403,182
52,9
58,
115,
24,
37,156
158,510
43,121
38,
27,
11,
14,
17,149
11,
27,171
68,11
28,
167,64
160,658
31,17
5,2
9,0
32,257
15,
18,0
6,1
169,1335
45,169
24,109
21,87
22,420
11,148
11,2
64,192
14,24
5,3
2,2
1,
5,1
184,720
71,53
29,101
46,203
6,1
24,45
445,1367
85,394
22,5
93,276
26,160
18,4
124,178
48,14
6,1
48,156
6,0
26,41
76,209
15,69
2,2
72,129
1,
43,68
12,1
20,13
40,77
623,3565
30,33
10,13
13,9
102,36
52,196
22,37
37,30
2,1
3,1
44,185
16,5
9,43
1728,7214
71,56
50,42
171,94
1,
25,51
37,42
47,36
105,396
26,254
141,437
4,1
2,2
37,69
7,7
3,0
1,0
5,3
96,353
55,40
34,91
2,2
39,142
36,23
36,77
40,87
5,15
273,569
28,113
826,5240
132,596
13,1
59,45
26,36
7,1
110,320
21,13
54,105
35,39
10,15
41,20
5,14
0,
34,52
3,9
6,5
681,1342
96,315
7,1
20,14
63,175
4,23
19,17
5,
4,2
29,31
19,28
52,95
10,13
8,3
1,0
23,107
27,54
119,220
72,118
67,379
28,108
46,84
85,23
6,1
7,28
35,44
25,40
14,44
7,1
1,4
43,49
17,47
7,0
71,82
13,83
5,5
5,4
71,127
129,130
3,1
3,8
2,4
46,165
33,20
29,98
76,129
118,176
37,72
787,3070
0,
6,5
12,16
1,0
53,571
32,299
8,1
21,4
21,5
4,1
87,330
25,112
156,879
41,219
1,0
21,1
82,128
9,0
5,2
4,0
6,1
7,1
6,4
52,89
15,2
4,2
37,126
5,1
3,4
68,137
6,15
19,115
18,35
6,0
51,74
19,195
5,5
6,14
67,75
253,327
251,898
15,9
45,24
14,13
74,249
20,292
1,0
24,65
16,38
3,0
75,94
52,245
93,358
27,50
4,2
2,0
43,38
10,19
69,172
3,24
13,53
7,34
4,1
6,1
13,25
44,84
28,100
1,
82,598
27,33
413,1418
73,215
17,7
136,370
577,3373
11,23
58,687
26,84
131,995
79,109
44,38
34,162
96,460
39,194
377,1078
127,510
86,147
189,1131
48,156
603,1824
783,2143
22,130
112,270
274,1341
48,92
851,1261
291,2289
31,211
64,252
233,769
938,4430
59,159
43,100
86,391
3,0
17,4
8,0
33,281
13,3
9,2
8,11
3,1
16,79
133,351
31,88
49,400
20,75
34,111
18,60
16,50
5,3
17,4
4,1
4,0
1,
1,
32,172
7,2
3,2
24,22
11,53
12,20
8,2
2,0
0,
3,0
18,44
8,32
51,170
4,0
4,2
5,2
1,0
3,
21,123
27,55
8,6
8,1
11,96
19,1
8,28
36,185
7,3
7,1
11,1
19,89
28,86
11,3
6,0
6,7
2,0
5,0
1,0
57,31
28,63
27,24
17,25
22,42
21,31
17,23
18,15
21,42
50,29
34,47
24,52
4,0
31,14
16,181
1,0
86,184
118,1363
79,728
15,1
24,55
74,89
50,213
45,219
63,228
10,48
24,169
230,650
28,235
32,58
265,2634
23,112
12,2
9,0
9,37
66,193
30,189
71,695
5,1
7,0
12,175
37,58
24,105
23,2
2,
81,46
8,37
91,657
15,0
127,178
17,243
46,508
30,60
5,1
7,4
6,0
3,5
5,3
79,133
51,586
10,0
26,73
4,
9,3
6,
0,0
10,5
7,0
72,43
38,64
2,
3,
42,77
19,97
270,1059
133,732
221,1969
97,242
32,3
62,198
207,2406
147,635
36,118
10,0
0,73
123,464
157,1645
10,3
11,1
3,0
49,138
14,4
11,1
12,28
29,1
94,1098
10,0
23,4
0,
0,
0,0
155,746
67,271
21,7
74,461
14,4
69,24
25,106
25,19
20,6
37,108
243,988
72,594
25,306
25,153
29,85
80,47
32,235
6,20
3,
40,5
11,3
0,2
7,3
109,209
37,233
22,5
3,1
0,1
4,0
1,
3,0
1,0
28,7
2,
1,3
92,152
21,196
81,56
6,0
12,
4,1
0,
2,0
3,2
3,2
43,48
6,1
6,1
0,0
9,0
36,4
355,2532
90,1589
23,109
400,4047
12,6
6,19
40,184
14,87
2,0
11,27
10,54
37,293
14,1
9,3
21,313
5,2
111,1105
18,131
12,116
35,32
136,90
30,89
58,569
19,40
31,285
36,38
370,1270
33,435
66,417
239,1794
101,72
92,797
36,138
19,3
8,3
0,1
0,1
0,2
42,262
35,124
13,1
0,5
0,
0,0
39,147
29,113
151,1110
23,81
412,7051
21,244
14,5
132,2579
60,113
6,0
12,
4,0
0,
238,379
105,559
36,304
65,575
5,1
17,11
20,0
35,90
72,422
17,2
191,111
173,1242
16,1
7,0
23,56
19,97
7,0
35,29
4,
43,147
0,
0,
4,
0,
0,
85,344
22,43
45,171
16,127
20,395
171,723
9,0
8,
3,
18,3
2,4
9,
7,9
1960,8207
58,
3,3
6,1
51,
20,
73,55
18,0
6,1
5,8
6,
43,
5,
3,
3,
468,603
39,172
218,1190
9,
59,13
11,2
16,
4,
36,110
3,
7,1
3,
55,44
7,0
7,1
8,1
74,133
26,17
8,2
3,
5,2
10,2
60,93
6,
9,
3,
107,148
28,
20,
11,2
6,1
2,
11,4
30,
13,
571,236
687,3257
46,
26,
13,1
28,7
74,
13,72
7,3
10,2
28,1
2,
22,8
6,1
62,
4,4
19,5
21,0
9,2
26,
24,
157,64
36,176
3,
8,4
5,0
9,38
18,53
4,2
1,
1,
2,
0,
49,41
23,
73,
65,
68,23
31,176
2,
2,
1,
108,10
132,36
14,0
2,
21,10
124,92
76,468
18,61
1,
11,1
1,
0,
1,
43,
5,
59,41
12,
5,3
7,0
25,4
4,
2,
3,1
55,1
32,0
12,
3,2
3,2
3,
44,
13,
4,
4,
3,
38,14
10,
6,
1,
1,
0,
0,
23,
7,
47,
6,
116,
28,
17,4
54,
12,1
6,3
7,1
98,95
3,
10,1
4,5
333,
218,
17,
45,
36,1
10,14
6,3
1,5
108,106
114,1207
29,5
8,5
3,1
5,5
14,77
30,
0,
5,21
1,
45,
17,
61,4
24,67
9,2
99,26
74,523
29,73
8,
3,
3,
184,6
14,2
84,214
1,
1,
3,2
4,2
8,
30,4
9,2
77,
25,
3,
6,
21,21
3,3
0,
0,0
0,0
16,
12,1
34,19
41,8
16,39
76,495
48,563
39,121
79,890
19,
86,495
12,1
22,
28,
41,236
117,1262
157,1315
24,3
25,6
56,56
1,
24,
22,
0,
1,
71,2
3,0
9,1
6,1
2,5
86,81
15,0
19,2
6,2
4,3
183,182
137,614
26,8
27,10
6,5
2,
7,1
40,632
103,
49,
24,
29,
26,
8,
24,
19,
4,
1,
50,
28,96
5,
11,
0,
75,
6,
11,
12,
6,
107,99
49,182
22,158
25,3
7,
5,3
261,
23,5
229,547
34,8
62,7
14,2
9,1
0,
32,
22,
199,16
117,882
11,0
9,0
12,5
14,
0,
0,
31,52
8,
84,115
31,10
19,68
4,
142,238
28,
35,
16,
3,
24,
47,62
14,35
109,
22,
189,
15,
100,7
17,
3,
8,
0,
44,
10,
2,
57,
4,
3,
4,
3,
4,
1,
3,
51,
2,
11,
4,
4,
76,42
194,3
28,171
16,4
32,4
8,
31,9
6,
8,
13,
8,
8,0
8,
7,
17,
12,
35,42
9,
2,
168,
71,3
32,
8,
70,15
12,
3,
12,
327,
93,
25,0
73,
83,219
159,
48,58
18,
30,2
8,
8,
19,
22,69
7,
18,53
10,
16,
12,
2,
3,
0,
111,
15,
18,100
16,
3,
4,
54,50
0,
2,
5,
2,
199,9
38,10
50,249
113,62
6,1
8,1
71,
48,
7,
51,
2,
6,
2,
2265,5022
15,5
3,
6,15
64,77
57,67
22,
8,4
2,
2,
1,
11,1
1,
1,
1,
17,8
7,1
6,3
0,
0,
0,
49,159
24,174
94,878
11,49
6,1
1,
5,
10,6
2,
41,136
2,
13,2
8,
6,1
21,14
4,
1,
6,1
3,
10,2
1,
0,
38,26
14,1
5,
6,2
8,1
1,1
23,69
5,2
0,
35,1
6,
42,82
2,
12,14
10,119
57,17
35,53
42,474
5,
7,
3,
2,
5,
1,
2,
24,17
11,11
11,12
36,105
19,46
6,1
16,24
4,
133,620
4,
183,217
14,139
19,182
26,140
49,520
2,
5,0
0,
1,
5,
1,
2,
0,
14,12
8,2
7,
3,
22,7
11,
2,
6,17
1,
0,
15,4
0,
2,
6,
0,
1,
0,
1,
1,
1,
1,
44,52
38,98
4,
1,
1,
1,
1,
1,
1,
5,149
35,43
6,1
2,
6,1
4,
20,106
26,17
8,11
3,
5,20
0,
1,
41,243
1,
33,4
24,19
0,
2,
19,45
15,32
1,
1,
18,6
2,
7,2
1,
2,
1,
45,129
83,221
5,
13,
16,
12,11
4,3
12,36
2,
0,
24,7
3,
15,130
38,111
74,230
1,
5,0
0,
0,
3,
7,
5,3
9,1
0,
24,50
1,
2,
0,
2,
1,
0,
68,307
21,
6,12
2,
0,
68,153
68,313
2,0
5,1
2,
20,115
12,
12,2
1,
1,
10,2
5,
8,7
7,3
12,
9,7
10,
1,
13,1
4,
3,
14,14
12,149
25,
8,0
14,4
1,
3,
6,
5,
0,
19,7
1,
14,0
3,1
61,249
80,550
23,185
8,1
18,24
3,2
3,
4,1
47,
75,
40,
6,
151,
80,
55,
27,
8,
3,
44,
16,
14,
21,
3,
4,
93,
19,
41,
26,
25,
13,
13,
32,
174,
126,
3,
49,
4,
6,
4,
149,
144,
20,
13,
15,
6,
55,8
23,5
25,1
37,
9,
58,
43,
72,
86,
