num_officers,pop
20,4757
34,15939
67,34724
25,18478
62,28412
159,47021
42,13271
101,58927
122,54899
0,8379
50,12202
16,5894
17,4472
26,9872
60,56015
157,85542
12,6731
71,22317
44,16136
26,9747
74,31061
6,2337
3,1479
75,72426
26,13929
74,36800
63,33980
0,4821
13,4676
18,6704
16,6012
284,112398
278,101944
10,2274
13,633
98,25249
58,19362
36,17711
8,3515
53,25996
23,8715
66,49154
10,4701
140,60749
39,15399
16,17738
34,10134
45,18868
22,9203
2803,883699
30,4243
16,5265
1,508
1,523
30,4182
8,3244
24,10509
2,931
5,1950
35,15069
7,2486
1,608
16,6529
22,7729
26,4735
10,3119
9,1679
26,9334
26,12899
31,13472
9,3969
2,868
10,2605
15,1749
1,1004
1,510
51,9999
10,3042
12,2848
14,3907
6,1357
10,1978
13,3044
7,3946
9,3714
13,4904
41,3654
9,2545
1,889
0,752
27,10043
30,11718
28,12023
2,709
36,9690
75,20168
4,1427
7,2692
8,3406
1,710
3,1138
4,1718
24,8691
16,6235
8,2277
2,1350
1,969
2,999
159,12913
168,98505
13,4713
12,6414
10,2820
10,1869
1,593
34,4553
40,20894
5,2024
2,1221
20,1555
7,2983
1,731
1,419
83,26509
3,2082
35,4920
55,27314
1,795
45,11522
32,12221
6,1795
105,8752
67,21921
8,1563
5,2597
8,1066
4,1408
15,1554
11,5709
18,5061
8,1221
22,5970
6,2590
1,556
25,5354
39,18697
8,3736
6,2018
1,1635
2,850
4,1752
15,3956
43,9010
7,3239
39,12476
2,839
10,2810
635,22271
8,3978
76,35052
34,11197
35,9379
215,141371
310,194983
56,22508
16,6761
113,66300
135,56240
9,1674
38,22229
3,3588
13,7186
1,942
16,3928
20,3912
7,2874
20,6438
27,9569
4,1682
3,1024
10,1537
97,21607
74,36149
13,5591
19,12051
16,6418
13,2991
33,5639
1,685
2,1170
2,1117
5,774
30,7679
48,24747
22,6723
43,13070
8,3269
1,866
5,1864
4,1327
1,693
17,5022
5,1770
3,1098
26,4111
9,3264
2,956
4,1546
61,16269
22,5676
12,4532
9,2400
39,9827
32,9260
28,8497
7,2127
9,1966
12,3399
8,2064
12,823
2,1775
18,5509
10,2569
4,2058
30,5773
18,9006
4,1077
11,2804
9,2637
7,2807
1,885
3,1371
1,1016
2,1018
1,685
14,2150
3,1274
18,3502
5,1920
12,2760
6,3739
14,5269
43,15233
5,2636
12,4808
2,1046
1,689
1,157
17,2722
23,6606
4,1301
3,1204
89,16544
104,40431
6,2509
3,1189
3,1280
15,2745
5,1877
9,2308
6,3483
5,2194
2,518
206,73856
17,1878
5,1829
12,3061
11,2428
9,4455
49,7154
107,46567
9,1081
516,37277
53,25012
31,11319
844,390080
19,7376
3,1419
8,732
5,2181
5,2550
14,4764
2,798
14,4836
17,7779
11,8252
3,995
5,2006
37,2227
51,19368
182,49046
328,125655
2,1130
4,1330
2,1198
11,1499
10,4374
6,1995
2,1176
1,530
11,1953
8,3777
35,8902
17,7698
6,1555
21,6451
3,990
3,1000
0,472
14,5305
6,1040
23,5072
1,773
3,1503
8,5366
9,2085
7,2239
8,2289
11,1825
4,1337
27,7850
423,153601
18,4505
8,14555
42,4645
16,16659
28,4520
21,11194
23,11538
11,6945
23,27345
9,2451
3,10869
6,1566
27,9223
7,1763
67,32848
12,9466
25,9879
1,799
46,24805
51,20222
8,1746
15,10234
36,16873
2,2315
6,7039
3,1135
2,10590
13,1954
15,15661
5,2346
1,1160
4,1187
50,40095
39,12515
2,1973
24,14855
18,9235
10,10326
11,6526
15,6105
34,19670
44,19545
14,5527
24,16386
12,7114
39,14965
20,9692
8,3962
12,6509
8,3074
3,4044
7,6871
16,3817
11,21328
12,3923
7,1560
17,13703
111,30895
1,893
23,7359
16,17588
46,18605
16,18525
7,2001
6,5981
10,2853
5,5150
10,1459
66,41174
9,11398
3,835
5,11212
5,2307
1,562
692,326070
7,11580
8,2801
20,30113
22,3550
36,23095
70,27723
5,1744
12,2145
2,1699
3,13710
14,3862
18,18906
8,3946
2,2229
20,27334
30,9851
16,17942
20,6852
4,8896
10,2087
17,17845
13,7041
4,1107
7,2337
13,3221
4,1505
4,827
56,49654
75,30383
50,22998
7,6468
3,870
21,20051
6,1936
13,1507
1,606
3,808
1,426
17,6354
18,14861
7,2402
24,16967
6,2594
5,3103
3,1249
40,23336
61,18711
9,12601
1,785
45,18275
36,15845
14,2443
8,1285
62,28015
11,1148
0,766
0,1060
7,2998
7,4954
1,515
0,1910
11,7957
1446,675501
76,31188
9,6489
10,18167
10,4013
121,40350
16,8673
44,23116
14,5744
39,14974
7,2980
12,4495
13,6046
12,6810
14,7465
15,8252
12,8749
38,28541
5,14244
9,677
7,11030
7,3239
13,13111
6,2365
6,1194
8,9638
9,17060
6,1845
4,1930
8,11750
6,1387
11,19621
14,3679
1,369
10,9173
26,16785
24,7068
2,1376
1,802
10,5415
6,2525
54,40241
77,24832
34,40658
36,16074
66,36458
4,1712
10,13564
26,5716
42,24087
8,4461
8,2492
4,11097
19,8291
34,8750
18,24711
5,2902
3,1000
5,6437
12,12259
19,8509
1,981
5,8412
7,1567
6,8157
0,210
18,20983
24,7326
6,9684
19,19857
11,4224
16,5726
30,13239
1,1063
1,894
3,5180
9,1954
5,2749
5,3600
19,9080
1,1576
41,56277
6,9297
4,4296
1,126
9,11760
7,2089
25,4938
36,48433
30,6592
4,1486
5,8612
9,2651
47,50196
43,11519
6,905
1,331
3,697
2,2110
8,12804
8,2442
2,1182
16,16909
29,7736
5,1787
11,2632
81,35106
2,802
1,364
25,29698
30,16531
9,2945
18,9577
24,9036
11,17656
5,1286
15,14076
12,11488
8,8361
6,2115
5,1398
1,375
10,11955
8,2673
1,8447
7,3387
1,930
89,62232
1,803
0,381
14,9122
15,2965
16,14328
10,6015
16,7324
19,25368
19,5298
35,26625
104,36035
51,12621
22,8088
17,4424
103,13754
15,2388
354,115268
45,10940
83,22045
88,25805
30,10765
64,11753
414,50623
198,69044
14,3372
615,47495
709,187556
4,980
7,3147
1,205
11,3141
869,89718
174,78733
68,20200
20,4959
18,3262
82,6934
130,9461
70,13655
293,12242
35,3871
146,22679
20,4695
841,186544
36,13240
770,220648
45,18009
46,3418
11,3496
53,16745
6,1500
0,548
0,295
46,21207
9,1799
13,3151
118,19959
4,326
5,479
176,35778
134,14339
28,6562
9,1711
22,7458
265,10433
146,17729
28,9298
38,8415
28,9886
9,2778
16,3254
36,12985
31,9387
334,126694
33,15020
31,8725
336,78721
7,1969
65,14587
47,10112
7,3370
3,1349
77,18699
46,22148
304,120257
37,9713
23,6296
3,751
5,1182
33,4284
13,6701
25,10156
168,20581
65,17747
392,87249
169,47746
67,12350
3,2912
257,23311
103,20298
474,63662
170,46630
75,14261
70,6583
145,16514
89,18426
11,2704
3,601
1,219
411,52579
47,9195
5,653
103,14293
2,3192
8,3307
248,42643
204,48317
36,9939
58,16049
9,1054
6,1208
191,38522
21,8237
145,19043
14,4416
53,10749
25,5806
46,12331
5,873
106,20887
32,7478
9,1921
5,787
30,4349
89,32771
46,16061
13,3725
2,1611
1,741
123,38183
31,12142
21,4465
11,2059
118,38260
26,5617
75,30807
48,11681
23,3761
150,19033
29,11984
17,4792
1,1069
2,1144
198,13174
17,4940
12,5747
17,8450
2,819
67,15348
37,9607
16,4307
1448,394498
132,44032
50,19734
29,9725
27,6117
55,13738
23,4823
58,30717
42,12028
44,14094
27,5742
27,2939
35,20016
18,1984
20,2705
74,23076
4,1724
1,3133
12,6546
4,1206
18,6822
6,2950
9,4951
110,42268
8,1898
13,8021
24,10533
86,44959
13,6799
83,34035
18,7935
46,25079
38,15996
286,89066
24,9388
48,23987
301,94613
63,29202
35,19894
36,14322
33,12252
36,18036
40,16681
121,57028
33,15920
21,4362
4,328
10,2911
37,17595
73,36547
69,42317
13,8352
56,27664
9,3795
18,8777
66,30362
13,6846
18,8075
108,63935
29,14095
162,80243
187,94449
26,13130
42,20574
116,50727
18,10113
13,3511
49,31428
112,53104
21,7280
104,43443
72,28378
31,15296
14,6644
11,5295
15,4712
1,1734
3,2113
2,1872
11,5032
6,1771
2,1490
46,17464
21,8298
14,7643
6,3656
67,28736
0,1257
0,1381
157,55293
29,16269
16,5199
2,2484
130,40178
33,15737
49,21395
25,12258
23,9772
552,154306
95,28628
94,41507
28,14730
64,39603
26,15195
0,879
34,15979
2,1065
15,6360
20,5358
70,28735
2,1322
1,2489
54,23780
78,45614
11,3228
34,17742
32,8192
37,14193
70,43882
19,6540
71,29082
301,119908
15,5255
67,35218
46,19253
46,31786
9,3405
139,47195
143,73127
27,11388
29,14996
34,18585
42,19910
63,33824
18,6798
28,10334
342,111423
111,60746
75,39673
27,10654
122,57484
49,28120
72,36358
194,88658
34,15687
17,12146
62,25305
13,4334
159,81668
45,22732
15,7234
41,19727
75,31424
15,9546
44,27178
176,62737
83,36189
31,13891
50,24403
35,12138
51,23915
46,22850
84,40251
19,4504
37,17143
100,37145
158,58928
44,23706
20,8609
59,25203
17,6118
39,17631
54,33149
22,10990
20,12913
24,13405
18,8252
56,31275
23,11992
72,29185
240,94113
64,34385
36,18973
72,28961
54,25150
55,29651
43,16199
119,57776
22,11989
29,16448
218,95287
22,11721
28,14472
13,7874
25,10876
49,23960
29,10402
33,13758
22,11419
15,5132
43,25794
20,6372
49,25183
25,11105
34,18378
144,60870
8,2980
38,18774
56,22592
27,15134
2922,698941
115,40496
113,53654
35,18692
17,6330
47,16724
10,5573
11,3241
20,9294
13,5393
14,4694
5,3440
38,13964
19,8946
14,11754
95,40621
46,20628
24,18880
5,3039
16,5929
12,8136
21,11368
92,41631
17,11781
19,6176
25,13837
7,3249
29,15075
27,16732
27,13973
19,4944
7,3459
24,10140
45,16826
23,11911
26,9611
19,9551
13,8109
23,14066
6,3767
35,19155
15,7902
20,10897
506,184945
34,2145
56,19321
20,8510
1,61
148,39277
1000,538627
2102,827068
164,91927
43,22488
15,4504
9,2652
4,1874
5,1652
273,2368
10,6397
6,4858
12,9472
7,3959
22,6824
55,18664
113,75991
46,15662
11,3639
6,2799
14,4431
429,153040
20,9538
44,17477
42,12264
8,2013
257,167006
16,6426
189,73030
14,6824
54,27082
2,1816
389,213683
51,16194
39,10031
44,13890
682,326167
29,12895
13,5027
3,1264
16,2073
1970,1037258
46,17893
10,3278
35,9476
5,3494
15,4551
12,6482
3,1468
4,1363
8,6015
4,1499
2,1533
8,2583
19,6234
63,23417
53,18331
4,1656
83,25814
8,1296
18,8143
1790,696205
27,7258
24,4803
3,675
9,2651
29,13036
81,59093
70,45431
13,4882
216,112993
29,19349
12,2554
14,3549
37,18527
51,16523
3,598
10,1025
246,102216
4,3596
101,40258
3,1539
5,2967
113,61493
14,3248
22,5346
108,33132
60,21521
16,4862
137,6905
24,4025
6,2029
16,12264
52,40103
135,119091
2940,597239
24,28801
60,23214
92,35865
6,3134
20,8975
5,2973
9,5064
26,26943
17,7548
5,3256
8,3816
17,5720
7,3662
19,8918
3,1972
3,1206
3,2200
2,1533
74,54711
46,20510
15,9352
29,12378
25,17818
207,66458
58,25686
61,20542
43,19166
8,5388
13,8295
17,8593
15,8540
30,18627
20,11860
11,7603
9,4586
6,3924
3,1143
1,777
22,30298
28,7682
19,8088
12,4926
9,1795
2,1745
0,513
27,51738
59,18629
12,5645
5,2371
37,16765
11,6296
4,4131
12,7598
12,5979
4,3329
22,21809
13,4823
19,7128
2,2767
6,3378
25,21356
8,2204
6,2151
9,5041
5,3697
26,29456
13,5670
4,2465
5,2605
9,4979
8,5112
5,3398
8,4100
41,61005
94,31872
22,9000
6,3671
9,4886
17,7413
16,10722
12,7352
7,4241
3,2919
6,3269
4,1814
4,3081
10,8865
6,4033
3,2270
3,1595
21,12930
23,8309
16,8863
4,3440
1,2259
27,31810
10,6534
16,8214
7,3999
23,30001
16,6720
3,2648
1,565
18,22453
8,2973
3,1251
3,2055
5,1442
2,1255
33,51106
78,21545
27,9890
24,8946
46,19908
44,21233
13,7860
9,6817
27,11622
19,3660
9,4731
12,931
9,7564
32,10670
38,13231
14,8345
29,10274
18,6839
4,2177
103,89222
9,5038
0,2307
1,1421
1,611
7,4007
9,3804
7,4272
28,18247
20,9901
51,18304
2,1067
1,938
5,1618
1,1364
26,14071
1,834
13,4430
2,1949
4,1855
52,42632
3,3510
0,493
17,7313
4,1678
2,3525
0,2115
82,56289
56,32793
4,3296
1,1238
9,9428
33,16450
4,1289
153,50004
4,3859
25,9801
26,14372
9,8940
5,2224
10,4274
1,599
0,533
2,281
3,181
5,1877
26,11106
23,8355
11,14615
3,1652
11,6362
6,3108
12,9738
35,25770
4,2308
20,12098
3,1616
5,1566
179,46196
17,8462
132,60607
16,11668
14,6997
69,37482
5,1695
15,5719
7,6553
30,17615
7,3752
8,2498
4,2351
38,17355
9,4695
7,797
9,2934
34,16522
2,7288
28,13478
32,27653
8,3061
61,33599
13,13131
7,4790
0,983
2,1611
11,7938
16,15613
25,12014
8,1833
10,18793
46,12129
11,4699
29,10198
12,7320
19,4950
6,2756
118,76900
2,1291
15,9088
10,5216
14,7862
2,1857
2,2712
49,25840
9,1208
19,5747
247,38929
4,6506
7,7110
4,2483
7,4874
22,11281
117,95212
51,30319
9,7860
6,10174
18,20410
1,6080
18,7865
5,3908
4,2834
0,823
27,19931
0,6689
38,28496
31,20274
49,36523
21,19207
11,8358
9,7447
42,21169
3,1176
5,2880
24,7227
10,4883
1,1434
124,77482
31,15772
42,23043
14,8866
1,1261
8,7104
40,28384
15,8020
3,2204
2,1333
1,1042
3,4541
28,19938
1,691
8,4533
11,8029
1,962
4,1912
36,19031
8,2923
2,731
0,751
1,1038
4,1584
0,417
0,224
1,1123
1,620
2,1629
1,785
156,65765
64,47913
246,118953
3,1909
13,8483
3,1257
7,3972
15,8294
42,43790
17,41471
8,5747
17,10907
4,2036
6,3932
22,13709
5,4471
12,6746
19,5666
1,1165
2,1359
4,2816
48,43549
34,25315
2,1489
131,64482
7,7359
56,32503
5,6757
2,8009
2,2148
41,37002
211,106154
0,902
4,2082
262,76827
40,24613
70,49583
3,806
3,1559
6,3490
34,14943
3,2086
1,838
548,260315
29,12040
368,201799
27,16021
6,4198
10,6377
5,4391
42,25051
101,76295
79,52274
6,2101
36,11899
80,58737
7,2814
4,4734
11,3575
20,8597
4,4287
0,5032
21,21524
106,31312
33,20334
2,6239
6,3250
4,2274
2,2207
2,2146
5,7760
15,8382
4,5657
5,8287
135,125192
18,7684
7,2869
21,21755
20,9637
6,2410
17,19075
3,3425
6,6229
28,7943
5,468
4,2309
545,188197
2,1730
22,8232
46,32340
44,14578
18,12444
11,5904
11,3608
72,47381
87,59365
92,80806
174,133377
18,5195
241,134653
104,101308
56,46774
37,18356
39,6103
64,19054
5,5931
12,6426
39,20599
9,4544
10,6197
1,3528
40,19720
15,8144
2,1210
49,32781
0,353
17,10389
15,14753
17,8052
70,40121
2,1188
52,41791
26,15113
154,113915
4,2356
3,4486
3,4342
2,1407
43,19600
2,1670
42,50509
2,1117
1,1373
19,8447
2,1007
1,1435
13,9180
107,55748
10,14346
5,2359
76,37178
25,10717
15,17937
9,3797
33,24702
5,3793
8,2785
63,40040
1,892
7,2068
2,1395
8,4103
1089,17993
35,15482
29,10429
43,21479
26,4027
86,42326
18,11948
24,10587
138,81262
50,20097
10,3268
39,16478
8,6185
18,6321
9,3462
1,309
5,3177
11,4124
56,30081
21,16984
93,61699
61,29654
9,2483
5,3574
6,2465
30,13429
111,59742
16,11896
148,73335
5,1864
154,84688
8,7184
74,73105
107,66067
38,31556
24,14074
7,4825
54,24393
35,20100
5,2089
2,941
1,446
3,853
2,2032
0,448
34,18770
6,2048
10,5669
42,19020
4,1865
4,2377
17,8216
28,20958
10,3709
239,250234
36,11155
66,33356
13,5572
13,9973
6,2663
41,11824
4,5379
6,3630
5,2922
116,40937
6,1462
6,5626
0,2238
7,5458
3,3925
61,47954
48,39022
2,1891
7,9863
1,1523
14,8095
9,9778
9,11438
184,97846
2,1822
5,4061
16,9656
1,1184
69,28783
7,5286
3,1875
23,8844
60,36798
3,1159
6,2105
24,10779
16,7643
4,1521
2,854
57,30618
2,1240
6,2262
3,1099
4,1756
0,591
6,2508
10,5084
8,2915
51,39682
0,494
0,548
3,3337
29,3825
1,1281
1,482
2,894
0,552
18,14399
4,2075
1,770
44,38850
1,374
7,3969
4,2268
0,360
1,882
2,995
2,1364
5,2534
110,54712
5,1823
5,1731
5,2589
5,1799
7,1970
9,3370
26,4326
7,2853
302,162050
153,122893
14,5543
9,6106
18,9431
33,21178
41,39417
12,8788
45,26945
10,3873
234,93902
98,55368
3126,663502
18,9601
18,10024
37,26420
10,4467
24,10135
27,5141
37,9108
37,11041
17,2836
33,15350
35,21633
33,13746
8,10703
37,24268
54,36336
160,93644
24,10264
13,5971
17,9175
68,46742
20,7404
25,12027
6,3165
51,23507
45,28979
18,9407
90,60923
35,18147
55,28294
22,16816
105,81444
31,12438
46,24829
26,16089
45,29170
131,93406
39,32083
43,27020
53,21463
17,10466
1,1544
50,12900
7,1985
0,363
1,585
272,85339
39,17591
84,66260
18,11025
31,20632
76,62652
49,27805
30,21925
14,6994
29,27358
15,7894
61,22221
19,9362
3,1397
1,527
2,801
1,231
81,30661
35,15550
2,838
70,13530
4,2671
18,14015
2,1389
7,3171
4,1774
89,15678
61,42955
3,2203
3,3195
3,2496
2,1198
37,6083
23,13205
7,3347
5,1999
54,20990
23,12009
6,2821
145,77832
29,27143
74,24482
3,930
4,925
1,482
2,1056
2,1681
20,4672
2,1282
12,5071
99,27604
13,10641
11,7993
15,9833
95,11290
5,2608
6,4491
5,2223
73,43847
20,6881
3,1405
1,520
20,5412
21,4041
4,2047
10,4393
124,31762
31,13449
7,2335
7,2418
5,2294
16,8401
6,2066
7,2328
197,18712
81,61306
27,23335
31,22774
22,11373
29,24961
35,20148
35,19694
87,66824
46,35668
61,54779
68,67206
38,13584
10,6514
1,768
85,22630
29,13914
3,1750
30,5762
5,3113
1,617
5,2170
3,1341
1,640
31,18048
3,1290
3,1703
79,12694
31,17597
108,18631
10,4063
32,16408
3,1805
2,1178
6,3477
15,6012
830,3419
151,85902
61,31000
140,81211
40,23184
8,3980
79,53076
16,12762
41,21934
37,18735
1041,431016
65,54497
43,21147
31,20349
7,2801
95,80616
54,36100
28,14555
23,9172
70,49535
15,6560
91,64777
83,73170
17,10527
31,25636
11,6852
10,6195
9,6542
21,13417
12,5670
31,8018
7,2718
2,963
9,4981
2,1264
1,543
48,16702
12,4262
1,442
62,23377
16,9008
5,1791
8,5985
77,28117
2,785
2,1973
23,11267
3,1008
4,947
4,933
27,7591
3,1610
53,16175
109,22056
38,19684
1,1110
11,3304
1,899
20,6440
12,5871
12,5028
3,1547
30,5326
5,1764
9,3523
14,3718
47,13053
3,2482
8,4016
8,2995
4,1874
0,726
13,3930
2,1071
0,635
53,8587
25,13511
3,2094
1,1360
61,10807
9,5444
36,13960
1,723
3,1722
1,813
4,2247
19,5518
24,9366
34,6768
20,10023
4,1088
2,1045
1,699
49,15906
12,6632
1,1035
80,16865
7,2909
14,4711
4,803
3,861
54,21210
16,8669
2,650
2,1364
77,14811
37,25224
19,5021
2,1209
5,1979
42,8331
14,13977
19,12032
36,7395
34,13329
2,1220
12,5658
2,761
179,39239
203,118267
84,34804
29,13900
5,2507
7,3625
2,938
2,814
3,1228
2,1002
35,5352
19,8825
82,29398
25,8963
52,15063
18,7794
25,8597
14,7242
6,2593
4,1255
459,85133
58,41341
24,13307
36,23058
18,12595
58,36750
832,310263
34,26176
11,3981
30,9403
1,766
13,4951
37,7642
2,1127
2,1045
5,2328
3,1177
2,680
1,457
57,17509
41,23913
29,20707
2,1623
8,4141
17,9366
17,10610
6,2665
6,1796
255,56559
5,1498
11,4875
180,85846
8,3344
12,3582
7,1788
30,15895
8,3038
23,8398
3,523
18,9770
2,612
8,3590
140,24424
12,7232
13,6384
12,8326
60,41892
44,32336
31,27362
5,4783
295,48246
15,11236
42,25081
8,4957
29,10572
4,2163
4,2236
207,50867
11,5656
6,3642
5,2510
140,68311
8,4492
21,7764
3,1524
1,797
10,7227
23,18754
5,2752
4,1597
30,9022
39,25792
3,1956
15,4380
10,5360
16,4905
3,1322
8,3050
35,18997
6,3297
7,2945
14,1980
3,1295
49,11469
11,5140
8,3295
8,2471
22,6250
10,4097
2,674
2,573
3,1326
28,6309
4,2261
2,1188
19,8841
249,68605
5,3834
28,20457
9,5410
27,19496
48,37534
40,28097
89,72527
11,4972
22,4241
4,2266
8,4426
19,3026
8,3175
63,14452
7,3773
43,26720
5,4149
2,1558
264,115559
21,16421
3,2091
6,3415
26,6139
3,1674
7,2700
24,7705
33,17572
17,9924
8,5212
1,2485
10,2498
3,1188
4,1422
43,8744
0,313
1,494
0,297
28,11529
6,4072
23,22302
12,3327
23,9148
1,773
2,1099
1,848
0,439
2,693
15,4279
63,9174
3,1599
15,4017
1,1323
27,14763
2,1120
3,1191
7,2206
17,10671
3,1463
83,46255
195,125017
9,3975
106,12499
173,75872
43,25075
57,17044
1,456
49,5980
5,1694
1,532
33,26596
0,980
32,12620
11,4697
93,36589
20,4138
24,4598
3,252
3,500
82,23367
118,40077
36,15151
1,438
9,5192
8,3477
14,4784
5,800
111,28375
4,1210
57,23657
31,10095
17,8705
11,5417
37,22121
5,1194
2,663
0,303
0,140
38,10581
10,3594
4,1520
93,38405
3,1114
41,22235
35,20490
6,2787
4,1937
1,1052
12,4766
196,18936
11,1501
34,11715
61,27553
18,10736
56,32109
50,4573
19,10503
13,3073
22,9899
24,9674
1,1461
5,2009
5,2245
79,34023
123,42793
10,8416
28,8410
1,758
41,15836
3,1596
16,3293
7,1664
26,7111
14,5913
3,1309
29,13266
6,3073
1,411
7,6537
1,1750
16,7013
1,739
22,10329
18,4895
13,10423
12,2902
24,8241
4,1812
2,1156
1,596
27,10093
2,1611
150,57745
0,220
11,2071
23,7265
16,4695
27,11905
33,14064
16,8597
13,2325
9,2574
0,404
5,5608
398,89340
11,1447
25,16715
421,169235
1,803
9,6348
6,1520
6,2477
10,5616
16,4083
19,5779
11,5274
4,3065
39,12364
23,8939
13,9483
12,2559
2,1025
1,755
8,5273
7,2719
3,1095
1,1072
39,22943
9,2643
33,12284
7,2103
16,6449
7,1380
2,719
1,338
135,22892
142,55415
8,3025
28,14464
71,25022
11,5854
272,116931
4,2126
203,99365
15,8226
46,28932
21,3269
9,1342
4,720
124,32442
15,8242
5,1971
37,14808
2,969
3,1321
27,11999
134,50635
4,1378
9,1577
5,2694
225,164044
22,4698
24,6355
39,12098
11,3231
1,151
20,5917
61,21102
9,4149
6,3024
62,27442
7,2220
7,2753
41,20435
1,547
2,2811
2,1111
34,19930
0,775
40,14841
48,12427
0,381
5,2354
0,397
23,4588
9,4514
10,5190
2,836
0,795
0,212
0,333
37,18349
22,7455
3,2177
11,4504
3,1305
4,606
13,6585
6,2314
5,902
95,37730
0,285
25,12705
5,1492
0,702
6,3298
10,5187
10,4232
0,437
10,2092
10,5433
27,9700
29,15791
6,2000
1,1833
12,801
3,962
2,1257
2,410
21,8432
4,1312
14,5339
10,8174
14,3999
2,582
38,7271
48,17487
9,3606
9,3621
24,18005
18,4649
1,749
16,1832
27,3962
19,5490
1,745
8,4438
9,6722
10,2439
20,5869
1,709
6,2647
3,1144
0,363
0,708
69,15785
2,1073
11,2450
6,947
18,4793
2,967
0,1060
1,865
22,2825
15,2964
1,301
2,339
0,446
3,597
0,310
2,923
28,12076
6,2392
0,378
18,10504
26,11643
10,7517
10,2132
18,11850
4,1627
18,8921
49,5326
19,5451
6,2548
5,1921
34,10690
30,8466
28,20290
57,21742
74,18850
53,20482
13,4048
1,600
1,437
1,193
23,9271
12,5662
8,3241
0,313
130,31416
18,7143
11,5002
2,409
5,1829
35,3522
0,934
0,349
1,866
0,300
5,2079
40,19005
26,11129
1,1059
40,36620
4,1016
5,1421
4,1757
24,6034
13,5265
4,2972
13,7689
2,970
1,694
40,9579
3,1513
36,13559
33,12443
1,533
14,5615
10,2389
0,185
0,125
1,354
2,799
13,11376
145,89611
149,71341
120,57697
93,42892
12,5849
42,16444
6,589
180,119556
66,6752
1,1068
3,900
75,20831
11,7081
12,4841
38,19178
4,1153
6,2382
4,613
0,743
18,8484
1231,406765
53,30158
5,726
28,10416
6,1398
15,2681
31,8868
17,4590
27,7992
96,26964
63,11608
8,1269
6,2614
56,16936
7,1265
33,11845
52,18829
49,8697
11,830
25,9946
29,10834
5,776
120,51148
21,3851
14,5873
76,25146
9,1568
79,27785
32,8650
3,1393
37,18176
35,8108
11,2352
28,7489
18,4386
24,7842
55,15587
17,3293
41,8550
12,2836
12,4620
78,12670
22,6354
22,6098
32,8480
30,11177
91,34211
5,1373
44,10979
6,1925
47,22876
19,4043
79,1378
104,47663
74,13045
11,4445
0,348
26,6361
29,12915
3,1414
0,238
9,3995
1,619
7,3000
3,1866
0,111
18,4493
73,16079
10,943
8,5563
1,1290
1,578
8,4394
6,1612
33,15312
3,1337
9,1884
5,1835
23,7861
60,26187
6,2286
8,449
3,4357
5,1796
59,34677
69,11688
7,2582
21,4608
2,880
3,1870
12,17604
12,2103
8,2091
5,3087
2,487
46,12192
25,8237
58,21488
1,870
24,8247
16,4052
36,22276
11,2609
26,11146
6,1915
40,25031
13,7566
7,2016
2,850
2,426
8,3888
4,2025
14,11949
2,605
4,1250
16,4681
1819,495964
1609,300521
44,14917
14,6762
5,1443
29,7570
31,10430
274,45523
91,38761
51,16613
61,27256
157,45971
31,10702
51,21187
22,12109
1,896
146,27078
302,53259
187,46185
204,72383
25,6285
40,14125
338,29780
74,25167
1,991
39,11672
10,4044
45,17864
77,21610
45,18563
13,8923
100,25306
53,55174
127,37494
94,36878
52,21929
46,12037
108,34869
85,41732
88,24171
88,25862
21,18466
27,6819
29,7135
80,25485
83,24856
53,7234
0,2237
8,1577
40,31919
25,8742
49,24426
67,9401
23,4500
27,4184
26,14119
26,16401
12,2945
100,9802
28,8858
42,23721
81,21928
50,8652
21,10757
14,5119
11,4276
33,13352
13,5544
4,1282
25,6127
18,7691
7,2316
3,760
5,1244
140,22781
129,58637
22,4279
4,1441
18,3146
18,8393
6,1742
39,3659
12,4964
21,9085
5,988
5,1928
20,5232
13,5790
109,65053
11,5695
18,8079
48,24473
136,52061
72,50152
20,9204
14,1396
4,1865
4,1274
25,10710
7,3038
2,818
14,3408
30,6585
24,9738
28,10872
3,1278
6,1932
45,22326
17,5075
6,2113
107,34259
78,32806
3,2098
6,2433
40,14937
6,2750
4,1125
3,936
4,1662
12,7867
1,1019
9,1859
12,4315
72,44233
133,75422
7,4650
25,8950
22,7884
2,514
10,4040
13,3441
8,1708
10,4053
5,2888
4,1073
74,36484
16,4879
3,2051
32,3780
13,6376
3,884
42,8346
9,2761
24,6742
11,2271
11,8778
2,570
5,1403
3,1116
10,3422
97,34985
20,7489
5,2069
13,3711
13,6155
21,4781
2,672
19,4089
10,3334
11,2240
3,1035
182,44223
177,110198
19,6768
21,6622
53,24778
19,4460
3,1503
0,463
14,3600
3,1584
7,2644
21,8022
8,2938
47,14358
70,34124
10,3928
4,1692
21,7986
41,19688
17,6478
7,6561
1,888
1,916
8,1887
4,2074
5,2995
7,2751
20,2862
15,6331
11,3755
2,963
18,4483
10,6396
6,5568
7,3307
9,7253
8,3532
19,6801
28,12771
2,796
17,3178
20,5446
66,6237
8,3757
6,3433
22,10108
7,1805
14,5281
26,9327
38,26523
1,800
210,86913
1020,470481
15,7468
6,2904
14,579
1,1529
4,923
8,1736
14,5463
8,2984
9,2579
12,4667
18,7752
36,12227
2,1329
13,1868
2,798
2,1175
6,1983
2,663
3,2323
40,9884
100,51821
22,4721
10,4539
8,3385
1,907
8,2782
8,6488
9,3615
1,673
12,4110
4,2354
27,7016
13,5100
11,3540
5,2985
