num_officers,pop
17,3470
10,4476
1,805
9,1234
6,2343
14,8351
109,28902
480,291128
68,11200
65,23705
1,743
62,7590
56,24698
3,2378
1,934
16,4818
6,2868
14,3534
4,1090
7,3492
11,6895
8,2327
4,1812
31,8674
14,7273
5,2603
7,2911
28,3541
17,5394
3,1721
65,9950
43,23406
21,3107
20,7533
28,3721
12,4130
7,1335
18,7211
13,7094
220,95330
106,53880
48,20580
45,17223
25,14150
7,4513
5,2604
24,8336
37,15862
19,8189
2,1633
18,7965
13,7250
3,2095
17,3640
6,1497
6,3010
9,5924
14,4994
14,6396
9,2076
4,2087
52,12838
18,7836
6,3723
13,5615
10,3485
2,800
23,5850
17,7877
296,67878
170,54108
20,12214
41,15185
39,16203
9,2525
81,35161
13,2185
41,9400
6,1758
61,15568
28,5228
2,485
0,466
3,2880
75,24234
8,1311
5,1534
52,14987
5,684
9,1101
0,444
13,324
5,197
96,34593
40,9497
7,1567
3,794
43,14189
0,777
8,3310
0,479
97,27079
6,1627
16,3447
6,776
302,85640
25,8244
15,4396
9,3961
8,656
12,6238
15,4002
13,644
4,428
27,182
38,23360
3,2217
2,782
385,146879
286,93641
24,8187
14,1410
17,4013
5,852
14,6634
125,64561
97,16524
12,4435
5,1849
5,1480
337,79154
201,96138
101,50725
92,55193
17,4629
68,17904
0,1021
14,3704
20,10747
100,42303
18,4417
43,9721
16,1506
8,4666
7,2076
19,3706
8,1331
5,119
52,22557
203,86480
27,8426
147,41040
19,3439
40,13153
0,377
9,1407
14,4921
0,621
138,59421
24,8237
13,4359
74,24993
5,1839
10,1657
28,9304
47,4631
37,11202
182,63162
43,10965
85,20004
10,4551
123,41878
9,1711
3,882
11,4136
25,5338
4,1395
86,43912
37,20128
111,30187
3,966
5,4030
1,441
6,3033
541,95229
560,209614
41,15878
30,12069
98,27515
147,18231
34,7268
7,1453
25,2963
12,2940
18,3563
13,390
177,116208
66,18917
72,26617
96,36606
21,5322
1,969
91,47082
20,3894
4,1306
3,855
6,1623
16,3115
2,954
459,38149
638,280282
127,23337
182,53827
36,10765
9,1240
561,108361
86,24980
674,248445
120,56860
17,3549
7,2195
12,1365
3,377
7,2758
42,12812
15,5552
19,6062
15,4787
226,84780
192,77716
11,3769
9,3709
40,16475
16,4454
11,3661
15,11494
35,8432
114,39060
32,8851
40,7847
19,4636
30,19457
7,1513
572,128463
19,7356
767,298025
284,113307
102,29523
10,2288
40,14354
8,1852
3,589
8,1472
254,110386
44,9768
16,5363
7,2510
15,3658
12,5148
126,45291
21,4349
43,10146
4,1311
10,1230
231,92904
57,14234
7,2342
17,8485
56,14943
17,4772
9,3072
0,724
122,50718
19,5001
15,5159
258,111376
102,38967
93,27372
13,2755
79,40944
12,2742
193,149142
39,12882
15,3901
49,23842
8,2224
8,1574
5,2016
4,1402
23,7018
1,530
6,2744
28,8615
3,955
84,30464
99,30135
4,1290
106,34949
67,19886
2,507
175,73435
36,11022
69,36775
27,7837
4,921
79,30403
18,4062
14,974
48,18334
3,911
1,578
5,2054
42,15874
23,5217
7,1348
2295,944260
47,9088
78,30407
22,13193
101,58512
69,33372
37,27776
20,12341
10,2138
1,450
57,19344
10,3326
8,1724
4,815
7,1144
4,845
159,49310
30,7892
30,16522
4,1215
48,14524
12,2524
3,1582
4,792
9,3385
3,1031
4,847
0,341
132,45647
14,5523
7,1305
2,560
5,824
7,2013
2,701
547,100191
29,6437
336,124750
26,2550
13,2113
55,14733
1,837
1,729
3,1016
2,455
1,701
2,918
267,117734
144,72300
10,2829
8,1698
14,3354
12,738
152,57603
96,61457
30,7321
39,21542
49,11757
2,852
52,22119
66,17424
116,56690
12,4176
10,435
22,2487
19,10698
9,2109
0,600
88,31197
35,8299
307,63230
22,5128
23,4679
244,94193
4,1610
7,2658
23,9922
60,17333
9,1609
4,690
9,995
244,97415
81,25894
11,2656
6,1689
16,4119
32,11509
1,228
88,29649
19,6312
38,8687
146,95824
97,20754
9,2359
13,3341
16,2323
8,2601
2,414
17,2994
7,1002
144,55844
47,14773
18,2103
14,2358
54,13959
5,1237
195,78908
13,4220
7,1550
12,3133
93,33877
7,2151
11,3238
8,2999
3,882
131,50146
30,7116
15,4047
11,4215
10,1150
134,54109
31,8512
3,564
65,18754
43,14928
1,770
96,34612
49,16134
9,2438
8,1899
5,1536
13,3246
2,1968
5,692
78,38998
24,6878
134,54523
21,4038
46,10242
9,1416
8,1543
48,12814
6,1453
84,26411
32,7928
14,4096
311,164494
8,2748
99,35630
28,17203
7,4557
25,16173
88,29585
57,14883
921,198674
646,477828
108,56276
227,172525
57,30977
74,31137
35,18351
100,46145
18,8096
22,5814
21,8924
40,28796
74,38577
49,17767
5,1050
5,837
18,8302
11,3400
82,34925
45,19893
12,1316
6,217
135,81700
114,34085
4,1264
16,4652
4,678
3,863
136,60638
26,4220
24,3491
153,29805
131,49344
3,766
4,777
76,30576
10,2200
14,2890
4,1152
2,593
43,16264
8,1641
6,2256
9,3984
16,6351
4,6903
6,795
2,130
21,6320
5,1422
4,1604
7,1811
2,279
136,17104
154,74705
5,3986
167,17709
201,127423
76,38171
12,3758
5,1874
2,1223
3,1694
7,2279
18,3172
5,1213
6,2272
6,3222
4,1177
3,1980
4,1757
40,10442
105,57459
2,904
1,456
1,1021
5,2339
2,2180
7,2485
4,1707
1,709
5,3100
3,1102
1,763
8,5791
3,1604
2,921
44,6149
27,8488
0,168
41,9480
30,2615
6,3200
4,2321
44,8123
44,23012
22,5011
6,2621
5,2813
6,2799
5,1939
20,5545
3,1253
38,1332
5,2661
9,4034
21,7294
7,3105
4,2036
7,2329
38,8254
16,7752
22,12265
4,1278
1,599
5,3825
3,1334
1,4326
1,756
29,7070
59,23428
3,1028
3,1866
15,5406
31,15198
7,2156
15,7919
15,6324
10,4144
106,15188
2,1010
109,48185
2,1233
4,1445
1,497
5,1750
4,1683
1,442
83,5447
7,1639
81,28966
1,866
14,5339
5,4668
18,7293
3,1099
21,7197
4,3754
49,16534
17,6424
7,2216
6,2975
21,3557
27,1611
4,2809
33,10287
1,1480
2,1562
2,856
4,2613
11,4174
10,4401
2,1358
3,3077
4,2414
12,5789
19,6403
2,1931
7,3602
4,1538
4,2373
7,3888
12,5278
49,22999
3,2068
9,6308
2,2091
8,4192
31,10230
4,740
5,2114
0,868
9,2579
8,3219
0,2111
1,807
7,2201
2,1620
5,2053
6,2569
9,3057
9,3305
7,3896
8,4563
3,1111
33,11531
9,4568
6,2109
46,13661
14,1775
3,1583
14,5889
2,1675
19,6755
2,579
6,2513
7,243
6,1369
20,11344
6,2702
49,22887
2,1512
9,5461
2,1967
43,18163
3,1658
23,5990
18,7976
62,25695
15,8660
1,1740
279,112895
2,1441
53,26028
32,16121
3,2603
223,89586
9,5856
7,5408
31,14198
13,6669
12,9111
6,3768
12,4435
8,4095
14,8004
3,1710
3,2468
5,2709
93,43509
5,2870
6,4777
24,8743
10,5009
38,14554
7,5759
7,5660
4,2245
14,4470
7,4940
14,7240
7,4142
4,2953
2,1962
9,7037
11,5608
6,4730
7,3945
8,5295
5,4584
9,4562
67,33672
5,2430
16,7117
33,15425
6,4803
9,4195
9,8662
45,15616
4,2385
5,2118
8,6362
75,26567
4,982
3,1735
11,810
21,9161
9,4972
13,4512
7,4302
7,5149
22,7734
89,21951
25,10475
11,5464
79,29612
7,6501
31,8880
2,829
12,7479
27,14876
12,9263
73,31950
24,16810
15,6932
9,4494
0,1868
3,1827
9,4652
4,2704
70,31527
5,2591
33,11979
6,4205
10,4998
30,12920
5,2946
17,6348
2,2381
2,1342
6,3489
1,1104
0,1623
31,8436
224,37593
44,8684
15,4085
117,42475
79,35813
80,25667
35,14003
19,6697
13,854
36,5912
13,5897
23,8163
71,20388
31,10224
46,9966
20,6795
12,1856
56,27432
20,8403
31,6170
49,26115
21,8562
27,8761
13,4912
40,17649
52,20104
40,9831
37,12821
25,7640
101,28683
22,5368
69,33064
36,14285
113,38062
30,11109
73,31888
25,11803
120,44505
11,4751
31,12049
13,3420
23,10382
20,4091
22,9088
33,10794
50,24488
56,22741
62,26317
29,9667
19,7246
27,8657
24,2736
42,16506
39,15710
12,4937
17,5816
32,12992
14,5944
24,8181
39,20877
110,26460
20,8761
39,14978
31,11240
41,12983
52,25192
28,11500
23,10063
24,5598
42,18423
39,13897
24,3186
24,2465
108,40533
40,14586
24,68
20,8245
26,10240
24,11568
25,9219
36,11129
20,5853
28,9328
26,17030
8,2476
14,3786
24,12018
37,9877
58,22516
11,7474
27,16477
13,4463
34,16473
18,5938
15,8644
102,44999
0,539
31,12593
76,31920
24,12162
16,8520
38,18451
41,23393
12,3922
38,20307
28,9568
79,41109
3,8123
11,7476
19,7134
6,1321
46,26966
16,7806
6,2675
11,3252
27,8666
19,8601
0,997
16,6620
24,11294
19,7510
18,5651
7,1899
390,73270
10,1616
13,4919
31,13850
169,70716
8,2212
34,11168
162,63500
27,14489
23,11261
16,7515
12,855
7,1860
8,2874
47,17197
12,4247
15,3687
14,4567
17,3936
80,35506
24,10419
6,12
16,8262
18,5492
15,6926
64,29099
29,10664
80,38390
8,2901
31,1236
28,3428
55,21325
66,18225
35,3763
70,10962
30,2035
19,804
6,553
54,4959
26,3051
73,24331
84,27528
173,59860
110,36531
152,50307
23,7943
46,7472
31,12508
267,64200
13,2072
26,7574
234,54034
81,29998
77,25297
61,20085
124,38625
18,6645
85,28384
144,30558
24,5826
52,16740
36,13355
29,10840
108,47696
16,8709
71,30258
21,10658
12,4154
45,16264
54,20082
18,4777
24,13125
21,5854
30,14779
66,36884
22,5828
18,8709
87,47126
46,20902
14,4128
28,9768
8,2949
29,13075
247,65032
7,2661
27,11289
56,18374
156,53641
1284,266508
151,41314
134,61447
88,21217
210,68459
72,15115
125,53145
10,2679
23,12801
8,4419
14,4590
6,3560
3,1348
7,3427
8,5081
12,3782
11,6061
34,22220
25,15805
12,5765
6,2727
52,27343
103,36338
204,87027
13,5264
0,1905
38,17854
62,32415
6,2516
64,31610
347,83457
37,14635
60,28026
74,23645
20,4013
19,7244
108,47857
223,100282
0,2173
36,13791
20,5931
121,65659
35,14423
34,13659
19,7020
80,45342
173,55995
99,41706
149,51816
103,56783
48,22976
100,44581
33,8922
115,46038
73,24114
42,15945
28,8276
272,100125
13,484
6,1784
94,15437
28,9846
19,4308
12,1766
30,5562
22,4158
17,4683
21,719
49,12215
7,1937
13,5784
34,11733
70,34560
17,4739
49,16648
104,52242
0,789
42,9674
22,7032
21,5793
0,179
110,30352
59,39662
22,5839
115,39850
23,8716
47,18700
125,65361
10,3222
91,27549
20,4625
43,17506
75,26638
15,5739
51,19739
45,12016
21,6740
20,1352
13,1764
20,4122
13,2917
15,4538
20,5396
84,25648
22,7889
29,8157
13,4279
18,7613
25,8696
24,10219
0,1635
24,7731
42,16590
43,17852
38,10990
40,11522
38,14447
14,3805
42,20877
17,9984
30,10162
39,16533
13,4876
16,5700
0,3501
46,21208
44,22080
18,5935
60,19153
14,4269
16,5964
59,29025
10,3151
126,51907
25,8500
37,15045
41,25490
22,4255
16,6325
63,25756
45,22755
30,18296
23,6417
11,976
14,1191
22,11275
92,41738
210,75592
192,93836
10,339
7,1675
116,57380
60,29247
14,2701
182,105403
14,1846
55,21508
49,3060
93,43369
11,252
32,9134
10,2025
7,2173
15,8545
43,18684
29,4516
28,2902
13,1538
12,1144
12,3780
79,27609
10,1193
13,3370
51,23399
18,8089
186,85021
18,8277
38,18699
36,14513
24,8379
194,69639
526,144866
29,10953
19,5831
26,12165
32,10754
29,11772
145,53279
50,26287
34,12657
2,1300
0,967
11,1663
23,12345
17,4746
20,4702
20,7664
10,3440
18,8043
42,27228
26,7670
31,10257
25,14551
86,44610
6,909
132,66173
24,7071
62,39813
27,10205
40,23364
55,21474
9,2591
22,7999
34,12198
13,4570
38,15772
37,6054
17,5870
14,7875
17,4699
10,3102
24,7760
32,14091
30,7916
6,2247
43,18532
10,3281
42,21912
33,13592
51,16022
68,24251
411,128753
18,7718
20,4361
79,22024
31,8218
171,42592
29,6888
28,13592
142,50576
93,30072
66,21903
36,13630
52,24383
46,17661
50,21980
181,58736
74,29688
10,1507
7,2564
9,5703
12,5447
20,9431
10,5420
17,8350
16,7347
0,2423
40,14228
16,3181
0,6453
27,6391
1533,281422
1464,561920
6,1236
14,3112
22,5939
2,898
2,1078
259,103520
11,9284
8,1605
22,18103
4,1765
114,38835
34,11322
37,6668
32,7826
3,1417
39,14011
43,50338
33,11675
14,8715
2,199
11,14343
47,12994
14,6161
16,5036
3,873
27,5963
13,2691
0,45894
9,3632
46,15925
33,8478
4562,1666803
0,317732
52,16102
53,19612
124,48668
75,25816
44,20601
8,2259
23,4247
12,832
0,2006
56,9019
26,7800
31,5551
0,5185
117,53139
6,3185
24,4484
147,45558
144,55491
20,4855
5,1806
29,4035
0,111341
442,254349
156,106010
0,9413
209,17569
382,97221
35,16717
24,9954
0,2571
1,1679
14,3885
53,35275
55,34133
152,79509
4,7297
5,3988
1,904
0,818
1,976
5,3083
12,4366
0,1869
0,1137
59,87800
144,44475
43,14196
5,1527
0,1524
76,48496
40,13499
4,1575
0,953
15,5439
36,45976
61,26307
1,1711
0,1200
114,56673
37,11712
72,29102
11,7193
6,2981
0,3329
13,5014
48,40476
82,26958
9,3819
9,6390
3,5589
22,32649
0,796
0,1415
14,6581
0,1302
1,1510
39,58583
51,19367
75,41528
30,6076
0,1260
0,1619
36,25627
45,18655
5,3100
22,30771
5,3094
8,3573
2,1965
127,117327
37,14510
116,30422
0,2071
0,2958
0,2556
18,20808
908,255686
53,17724
34,14754
30,15025
21,13785
35,15008
0,2575
15,9725
2,2851
180,120864
154,76821
46,29599
4,7621
29,16118
62,46445
67,37571
146,56717
80,45399
17,23627
16,2369
7,4790
2,4557
7,37089
8,3466
12,5221
13,5581
32,28963
38,14738
25,8198
0,1047
7,4146
34,25609
15,3797
0,2653
3,2628
0,2659
2,6413
8,4059
2,302
16,28040
4,2432
19,7685
4,2533
12,4642
6,1790
3,4817
58,68826
70,25102
0,1093
0,1011
0,481
3,1828
0,1413
0,1253
3,3336
6,3315
75,39106
5,3201
8,8158
52,42949
29,10864
6,2842
4,4081
3,4835
330,237054
850,205769
59,49729
9,6522
11,5334
16,8241
44,36036
35,28366
107,95777
15,20144
38,45163
48,25268
44,17773
5,2136
3,2224
0,1679
3278,1056098
57,27228
84,33552
46,15927
111,43064
65,22514
139,55404
49,19492
64,24669
17,2884
24,8514
6,1189
30,4752
69,19396
28,3153
34,2202
52696,8379043
162,80173
51,20345
164,47900
53,30228
4,1745
0,1879
0,505
12,15763
7,7958
141,79066
74,32019
173,59842
3,2991
1,1156
0,1329
5,3217
23,20294
255,175556
471,142438
0,1298
14,6227
14,7931
42,24168
0,1717
4,2202
3,2464
12,6637
27,24160
46,25000
19,10038
128,79585
35,12708
0,1618
0,1419
26,10217
81,27801
92,28070
17,5740
14,4120
3,2914
21,5337
10,3816
23,8593
4,4621
16,6670
4,3074
1,2851
32,8523
7,2439
12,9502
46,31128
62,27971
25,11006
38,18372
4,7714
17,11816
17,9168
12,9171
15,8043
50,29236
6,8798
41,27011
13,5802
13,5631
36,11163
53,17239
0,2227
0,2242
22,43451
27,13915
108,46467
0,1955
0,2345
39,34251
23,13235
43,55320
35,9193
138,49286
3,3359
0,1101
33,16324
20,12274
12,11722
6,3500
64,32367
25,11063
188,80599
89,37371
126,94633
26,15413
33,61423
30,10484
26,10177
12,6407
9,3660
0,1553
18,8917
0,4375
86,28186
4,5257
6,3677
0,194
0,7300
187,65504
13,7641
25,21634
29,22407
45,29855
35,25587
11,4329
0,818
21,15858
19,8632
0,604
9,4885
48,59194
24,10533
3,2471
11,5446
2,2131
0,620
3052,1309143
25,9430
12,2298
21,7288
46,3326
29,1129
4,1434
14,3667
15,1015
16,1811
1,1731
3,644
89,19901
102,33536
10,2413
139,51090
69,19915
57,51332
20,4083
0,776
10,4119
3,3887
44,61419
72,31122
4,2121
0,2278
2,1757
7,3666
83,42491
76,22844
10,3980
23,14212
13,10463
9,8601
0,10160
10,5781
27,19095
1,5826
27,12625
4,13853
32,14306
0,2251
45,41871
3,1794
5,3253
5,2422
12,7023
80,62021
17,8799
1,1937
0,1706
0,864
7,8877
361,70017
62,24243
190,58259
270,67619
222,78936
68,24991
64,29317
681,200075
40,15756
57,19183
46,17954
22,8131
23,6459
26,6584
19,4538
28,10990
19,7916
22,6506
35,11416
26,6096
21,8267
23,7261
29,6911
27,5567
25,5295
45,17791
48,20073
144,45040
78,27946
3,12582
37,12088
51,27044
39,17896
34,12248
2,5159
68,36426
26,9530
31,28706
5,1933
4,2411
4,3442
5,3251
30,19729
13,4910
5,3153
2,896
147,23209
9,4049
2,1801
20,12056
1,12050
87,29866
34,20410
79,49325
4,1451
36,31634
4,1793
7,2977
10,4991
49,30158
0,42620
108,48878
42,16531
21,13154
3,2224
25,22956
44,21852
30,23639
19,11309
127,59128
3,1613
21,6880
70,21587
18,6209
23,11644
2,1219
27,15235
39,12485
31,18573
14,3941
100,44098
42,17001
4,932
113,49802
37,13407
50,18519
50,30177
10,8861
17,6371
17,11621
78,27127
65,22830
30,12852
20,1999
15,2283
4,2006
34,16601
230,96370
63,40616
21,13545
6,822
3,1331
23,11687
150,76114
82,40622
41,14315
27,14150
37,13956
109,49626
25,8581
79,38578
10,1334
32,11332
10,2632
12,3788
18,19682
23,22339
11,4320
117,53674
9,2713
9,3767
11,5219
161,33881
68,26926
67,47672
17,8494
59,25700
32,10318
1,943
40,12307
11,8269
14,5654
22,2839
43,18673
11,3591
25,11837
26,5897
16,3455
11,3473
22,10867
9,2666
26,10995
50,13873
22,8596
61,59479
97,29877
7,5509
15,8198
5,2368
31,16903
43,17768
73,41671
34,16663
35,18074
40,12758
14,6823
16,10576
229,65917
75,50340
28,10933
37,13145
4,1787
29,12166
22,8302
46,34469
57,13656
40,19046
60,29754
695,273505
9,1642
11,4887
43,25736
10,4452
26,7199
14,6415
10,6415
4,2439
11,11859
59,28989
51,34977
40,24058
12,8076
67,20948
3,1456
3,2554
119,40310
44,26250
7,2694
55,23744
426,140427
118,54974
44,29188
39,19913
30,6455
19,13221
35,24435
40,15018
74,38183
27,13478
18,7819
6,2897
17,12763
60,28931
99,25346
2,1309
29,12595
20,5914
4,2284
5,3556
83,35500
20,14025
153,69900
36,16319
3,1128
35,16561
17,8136
8,4317
2,1107
1,1586
134,50621
113,46418
6,1895
15,4666
58,21670
19,6147
13,2093
26,13230
39,17498
47,20437
2,1521
262,116416
11,5450
201,70139
6,1846
12,3353
399,48890
39,26015
24,12028
8,3832
24,12007
9,2498
50,34862
29,17583
0,19103
3,558
28,9659
22,17309
22,14162
22,10934
18,11420
5,4481
42,18222
72,38012
13,3248
10,5306
8,3743
26,17434
6,2220
9,5317
67,27951
32,10662
193,96449
54,33939
8,5457
33,18975
17,16070
92,37204
16,6386
17,8461
50,26615
1,1475
125,29567
54,31719
16,6575
22,5445
31,13013
31,10971
17,6467
1157,303335
1785,381829
27,16035
20,4054
9,1543
2,310
12,4246
3,1509
17,9728
15,3131
4,196
3,397
3,303
13,3875
1,1390
41,4640
40,11509
2,988
12,4476
20,3542
11,2837
2,592
10,1276
18,22883
44,18478
3,541
1,366
6,688
4,1091
11,2375
3,1250
35,12569
19,6540
4,1399
1,636
8,1651
1,481
2,1022
1,613
6,3228
4,937
110,7140
55,19830
67,28184
38,22630
10,8553
11,2193
57,12516
50,24830
3,1251
4,2688
10,5111
4,1697
29,31273
45,16861
7,584
15,8002
22,5081
3,679
1,486
4,311
7,1034
2,1077
230,17093
93,62998
242,125076
11,2152
19,6922
14,3378
5,1779
2,303
41,19109
222,92256
6,2814
2,441
5,3294
1,1128
2,450
14,3334
5,2379
31,8581
22,5343
4,252
77,34692
13,4195
5,2816
56,20888
1,479
2,1155
5,2039
11,3210
2,1253
2,1012
44,6295
25,9179
37,12186
0,299
1,1205
46,30013
2,579
4,838
31,7129
15,2532
11,870
16,3323
0,861
1,708
18,2637
1,1280
32,7799
123,49598
1,533
1,621
4,932
2,1290
30,12547
16,2798
20,6157
6,2207
5,706
4,1208
3,613
6,1535
34,24617
38,16395
1,467
5,1641
4,1041
5,1262
16,7553
1,535
11,1623
0,390
1,194
2,822
0,324
6,1056
10,2735
3,1968
4,771
9,1856
7,2426
20,8856
13,2719
2,503
27,6097
10,5518
3,1198
39,5152
50,18572
1,410
1,563
13,3182
1,966
3,1919
25,7873
8,3040
26,8093
20,6610
5,2181
72,23876
12,3006
22,7050
9,2241
15,4962
1,883
6,1351
10,3220
12,3403
2,1271
2,726
16,7534
7,2560
21,24906
33,8961
8,1086
4,1907
2,493
14,3285
3,786
12,4124
2,998
5,2171
3,1063
35,22635
11,3094
13,2385
12,2713
1,656
1,816
5,1149
0,170
1,499
68,32636
32,11597
7,1547
3,1842
22,6941
7,2771
2,488
40,15178
15,9028
23,6481
5,871
21,10649
2,664
26,20219
17,4053
25,6816
4,731
1,733
13,13656
13,3143
9,2907
19,5038
8,2601
28,11154
12,4056
7,1676
55,24438
10,2086
38,9395
11,817
2,307
3,823
10,1401
6,1396
1,307
13,6031
12,5028
10,2911
82,21922
91,37174
13,3972
6,1913
3,702
4,1588
4,593
21,6320
20,4905
17,5815
8,3598
5,740
20,6738
14,3168
8,964
2,1175
591,20437
38,19346
45,21794
157,94699
126,57678
23,3945
1455,657890
29,9535
33,10331
21,12812
11,6602
7,3196
4,1834
6,2481
5,3989
3,1075
6,776
17,17313
18,5517
26,11702
7,1227
2,847
3,1416
75,24959
3,1143
3,1268
9,3381
15,3410
0,304
0,434
26,14175
5,2392
31,13078
2,1031
5,330
25,10710
8,3136
5,2107
1,357
95,19680
21,7639
127,51008
7,1192
8,2833
35,18784
5,1930
48,17840
4,753
7,668
8,1922
4,980
8,649
18,20103
40,17321
3,930
30,28397
84,31627
14,6667
1,652
4,1060
11,4746
16,7712
11,2296
4,794
3,297
13,3647
43,55275
47,18786
16,6975
4,1902
5,1176
1,278
7,4603
33,12454
3,1211
17,7134
8,3252
46,22810
30,8391
1,298
4,939
13,3226
11,3894
6,1351
26,14080
6,1555
66,22296
10,4398
1,595
30,4263
24,11247
3,1882
4,1289
2,917
2,760
3,1992
9,3558
1,938
1,762
582,34457
205,110480
19,7271
43,20024
19,8041
1037,401700
44,28383
31,14356
34,24264
79,37654
5,1329
77,39264
22,9154
20,10016
59,11353
86,36502
12,3405
2,543
28,6362
4,2753
5,1920
8,2938
10,5022
3,913
35,6829
27,12195
4,1176
43,6169
17,9750
81,20830
96,59196
9,4871
451,241252
29,17962
18,12340
65,39888
42,21075
17,9328
54,37723
18,11555
31,26962
75,13913
28,10040
3,1612
26,6833
13,5772
10,1756
57,24678
6,2017
22,13900
11,7592
4,2288
8,2048
89,28388
8,3139
35,16471
8,3933
6,2556
31,9775
32,13679
32,10479
38,12834
21,6480
9,2298
5,1150
253,63710
133,100588
48,31558
135,65373
9,3508
12,4123
41,23447
18,8136
11,5515
7,1887
18,5454
6,1654
22,2956
4,2781
47,15568
15,7876
148,71114
36,21415
34,18753
6,2919
150,83316
11,4627
10,6604
12,9530
8,2365
43,17387
11,7028
85,49089
91,38475
91,44237
41,22447
7,821
21,7843
2,2313
289,114394
30,10437
306,173183
20,9183
9,6292
7,3351
95,63438
4,1156
91,26062
35,9115
29,10772
13,3648
179,53499
95,54993
40,17304
22,9931
63,16269
8,3191
27,11044
318,99659
322,175867
19,10831
11,8318
40,26338
6,2783
6,3598
8,3621
2,2151
7,4241
47,40109
40,7915
12,3425
775,45041
161,110692
1157,662114
36,19932
24,16983
20,10367
14,10630
7,1691
53,19434
3,1415
11,5347
4,664
87,24899
32,17780
15,7051
28,16796
11,7202
3,1510
34,13136
31,13294
13,5091
4,1966
31,10785
26,15752
595,244002
183,100130
35,25063
182,110549
84,55621
0,725
25,19865
0,12827
3,2226
0,2055
8,4072
47,27788
5,1350
85,40055
49,34935
48,27378
5,2206
9,1729
8,1192
12,7732
9,4507
10,7233
4,3091
6,6265
1,1264
2,5859
2,1220
1,1838
6,7413
5,3944
22,19426
16,8064
44,32523
14,9291
14,7828
12,6539
13,5482
14,8286
15,5546
5,1926
17,8346
12,12991
14,10271
10,8181
4,3221
18,15928
12,7456
13,6137
17,1867
2,2304
18,5981
1,3270
8,3019
10,7157
17,722
17,1047
17,8671
9,6284
11,4914
48,20765
9,5861
6,3578
55,27429
54,32001
7,6566
53,40809
17,7067
31,35875
12,11996
16,13257
5,2553
20,8061
46,30410
3,803
37,19741
25,13611
25,15389
6,4539
2,1122
9,2999
8,4318
19,18218
30,28281
38,25647
26,11041
24,12034
31,13711
23,16456
28,27860
10,6141
15,8652
5,5155
7,1875
41,19628
5,2701
3,1380
17,1738
17,362
3,1379
4,3140
2,1813
9,4970
15,8249
8,2905
10,6178
3,2617
13,1647
1,1966
17,2358
8,3324
11,5261
15,14910
3,1211
4,3212
21,11211
5,1173
2,1030
3,3173
30,27134
2,3658
1,2033
6,3324
4,3294
8,4373
4,2407
2,1459
13,6528
1,1228
3,2770
2,1682
8,3743
3,1989
9,4474
2,2554
1,815
2,2520
3,4053
1,3849
18,8844
11,6601
11,4271
19,9473
3,2469
3,3880
12,8260
13,9129
5,2999
16,12618
9,5427
9,8708
20,11313
8,7943
4,2070
2,2342
4,4161
4,2905
4,2638
2,847
2,713
2,3858
11,7175
4,2648
2,872
1,190
2,3284
3,1719
3,686
8,5167
26,15496
31,26029
6,4123
7,4398
0,2888
14,5099
5,3925
4,3043
31,20392
176,88549
8,5338
6,4132
29,27681
3,4847
15,4224
25,10504
8,4174
11,6062
17,13475
5,7491
2,1281
12,7033
6,3616
20,13528
10,6192
3,4178
5,4669
1,1749
10,7436
14,13243
1,2899
3,1952
3,3412
4,3616
67,43429
10,5701
18,12209
14,5160
3,1741
3,2448
8,6512
1,1162
2,1837
2,1174
2,3944
5,4500
3,3324
4,3191
1,1878
13,6402
7,2832
2,1244
10,5077
130,60647
16,9583
67,53508
58,33707
42,32787
36,19225
61,45013
13,8522
11,2527
32,22796
49,39171
1,2140
19,8621
20,8793
15,10977
16,8542
6,1919
25,14987
48,32293
5,2517
17,8560
23,17397
20,15589
15,11444
4,5044
18,14646
18,14588
35,24607
26,20279
5,3956
3,2140
6,2239
1,1580
17,13411
29,15494
24,12901
23,16447
4,3517
10,3614
1,1616
4,5608
5,4887
34,32022
5,7334
2,1445
10,4145
4,2683
17,14330
3,4445
2,3510
1,1838
5,3060
43,20663
21,11865
10,1556
6,1759
3,2257
1,2487
2,1609
2,2391
1,842
13,5047
3,5697
6,789
5,2492
1,1485
2,1171
2,4041
5,2583
2,2260
2,1203
12,5533
1,2213
12,9925
2,1806
8,4645
6,3800
12,5309
9,5334
7,2950
4,2458
4,4156
5,1931
6,4232
5,3248
1,838
13,6293
8,7944
24,19734
21,16075
30,13118
19,7932
13,10668
22,12646
15,6213
8,3506
12,8004
11,5637
9,3963
32,17019
2,3316
47,29523
64,20255
36,23157
20,11052
23,14363
3,4210
7,7588
13,8655
2,1461
11,11653
33,32366
23,19011
1,1765
10,7356
7,7392
2,2596
4,2487
7,5887
26,18389
6,7934
8,6771
17,9123
4,4117
4,9113
7,7508
1,7520
19,16428
9,5896
3,2701
2,1065
11,5844
14,7371
4,2382
11,10445
9,7547
16,9030
1,1210
2,1489
2,1010
2,2356
2,3242
18,9943
23,13806
3,1471
4,2965
6,5092
3,1289
9,2229
5,1394
7,4169
1,1728
5,583
5,532
28,12642
9,5194
3,2648
2,1077
7,978
4,5371
4,5008
4,3436
13,7922
23,21549
27,30861
13,7732
25,19650
16,8994
10,7304
10,5586
2,1621
14,7502
3,2047
11,11713
24,18580
24,20432
2,1350
165,49195
7,4879
65,49795
13,9327
14,5945
43,25238
52,26643
15,2371
3,2544
6,2977
